ankle_1,ankle_2,ankle_3,ankle_4,ankle_5,ankle_6,ankle_7,ankle_8,hip2_1,hip2_2,hip2_3,hip2_4,hip2_5,hip2_6,hip2_7,hip2_8,hip_1,hip_2,hip_3,hip_4,hip_5,hip_6,hip_7,hip_8,knee_1,knee_2,knee_3,knee_4,knee_5,knee_6,knee_7,knee_8,ankle_1,ankle_2,ankle_3,ankle_4,ankle_5,ankle_6,ankle_7,ankle_8,hip2_1,hip2_2,hip2_3,hip2_4,hip2_5,hip2_6,hip2_7,hip2_8,hip_1,hip_2,hip_3,hip_4,hip_5,hip_6,hip_7,hip_8,knee_1,knee_2,knee_3,knee_4,knee_5,knee_6,knee_7,knee_8,ankle_1,ankle_2,ankle_3,ankle_4,ankle_5,ankle_6,ankle_7,ankle_8,hip2_1,hip2_2,hip2_3,hip2_4,hip2_5,hip2_6,hip2_7,hip2_8,hip_1,hip_2,hip_3,hip_4,hip_5,hip_6,hip_7,hip_8,knee_1,knee_2,knee_3,knee_4,knee_5,knee_6,knee_7,knee_8,ankle_1,ankle_2,ankle_3,ankle_4,ankle_5,ankle_6,ankle_7,ankle_8,hip2_1,hip2_2,hip2_3,hip2_4,hip2_5,hip2_6,hip2_7,hip2_8,hip_1,hip_2,hip_3,hip_4,hip_5,hip_6,hip_7,hip_8,knee_1,knee_2,knee_3,knee_4,knee_5,knee_6,knee_7,knee_8,t
-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003946,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.003591,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004421,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.004728,-0.003286
-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003935,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003853,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.003870,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000374,-0.000425
0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000175,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000401,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000420,0.000413
0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.018819,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.019393,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.018033,-0.017470
-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018965,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018858,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018984,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.018895,-0.012020
-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.011144,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013010,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.013762,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011980,-0.011912
-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011734,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,-0.011886,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.024376,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,0.021839,-0.022720
-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,-0.039406,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,0.056323,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.001243,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,-0.009460,0.004221
-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000006,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,-0.000024,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000011
0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.001676,-0.017855
0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.027931,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,0.039600,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,-0.009188,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,0.003257,-0.004206
-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.001118,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,-0.005501,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,0.022279,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.039036,-0.052902
-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.003666,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,-0.005140,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.010038,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,0.000314,1.754645
0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,0.065977,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-0.556480,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,-1.257261,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,1.671030,-0.080886
-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-1.766937,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,-0.142308,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000040,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000405
0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000484,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000165,0.000084
-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,-0.063849,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.114782,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,0.078114,-0.020988
0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.031723,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.114341,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,0.020330,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,-0.429940,0.084199
