ankle_1,ankle_2,ankle_3,ankle_4,ankle_5,ankle_6,ankle_7,ankle_8,hip2_1,hip2_2,hip2_3,hip2_4,hip2_5,hip2_6,hip2_7,hip2_8,hip_1,hip_2,hip_3,hip_4,hip_5,hip_6,hip_7,hip_8,knee_1,knee_2,knee_3,knee_4,knee_5,knee_6,knee_7,knee_8,ankle_1,ankle_2,ankle_3,ankle_4,ankle_5,ankle_6,ankle_7,ankle_8,hip2_1,hip2_2,hip2_3,hip2_4,hip2_5,hip2_6,hip2_7,hip2_8,hip_1,hip_2,hip_3,hip_4,hip_5,hip_6,hip_7,hip_8,knee_1,knee_2,knee_3,knee_4,knee_5,knee_6,knee_7,knee_8,ankle_1,ankle_2,ankle_3,ankle_4,ankle_5,ankle_6,ankle_7,ankle_8,hip2_1,hip2_2,hip2_3,hip2_4,hip2_5,hip2_6,hip2_7,hip2_8,hip_1,hip_2,hip_3,hip_4,hip_5,hip_6,hip_7,hip_8,knee_1,knee_2,knee_3,knee_4,knee_5,knee_6,knee_7,knee_8,ankle_1,ankle_2,ankle_3,ankle_4,ankle_5,ankle_6,ankle_7,ankle_8,hip2_1,hip2_2,hip2_3,hip2_4,hip2_5,hip2_6,hip2_7,hip2_8,hip_1,hip_2,hip_3,hip_4,hip_5,hip_6,hip_7,hip_8,knee_1,knee_2,knee_3,knee_4,knee_5,knee_6,knee_7,knee_8,t
-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.021923,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.014021,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.012531,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.015797,-0.017087
-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013995,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013820,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013444,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,-0.013750,0.045698
0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,0.020974,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.027238,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,-0.051404,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,0.075200,-0.002061
-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,-0.031881,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,0.002126,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000009,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,-0.000030,0.000059
0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,-0.000000
-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.002823,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,-0.018507,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.029023,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,0.040067,-0.009698
0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,0.003621,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.003081,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.000850,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,-0.010688,0.023681
-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.039298,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.049631,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.009087,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,-0.005432,0.015709
0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,1.566984,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.248497,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.050231,-0.467810
1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,1.251355,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-0.041495,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-1.769221,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,-0.198947,0.000028
0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000341,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000513,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000414,0.000200
0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000141,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.105841,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,-0.038972,0.038267
-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.031142,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,-0.095866,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.021043,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.034065,0.015655
-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,-0.348237,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,0.147985,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,-0.046936,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,0.208420,-0.258942
-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,-0.021169,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.535243,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,0.040493,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,7.512820,4.787841
2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,2.396145,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,0.686346,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,7.663558,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,1.742177,-0.948863
1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,1.248552,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,5.355926,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,-39.926248,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,22.242320,2.697867
-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,-22.152677,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,0.406392,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,21.398797,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,0.408349,70.422361
